latitude,longitude,risk_score,name
-85,115,0.8810448411119689,"Grasmere, AU"
-85,120,0.8951429224055889,"McMurdo Station, AQ"
-85,125,1.0067024045337867,"McMurdo Station, AQ"
-85,130,0.8691062124473867,"McMurdo Station, AQ"
-85,135,0.8794187800639196,"McMurdo Station, AQ"
-85,140,0.9558733766144731,"McMurdo Station, AQ"
-85,145,0.8748096807003822,"McMurdo Station, AQ"
-85,150,0.931984759869046,"McMurdo Station, AQ"
-85,155,0.8904343350568904,"McMurdo Station, AQ"
-85,160,0.9244787297677972,"McMurdo Station, AQ"
-85,165,0.9329836110327556,"McMurdo Station, AQ"
-85,170,0.8961585583175954,"McMurdo Station, AQ"
-85,175,0.9998484752541485,"McMurdo Station, AQ"
-85,180,0.9451389686470338,"McMurdo Station, AQ"
-80,-180,0.8803419544716548,"Waitangi, NZ"
-80,-175,0.8943857597654534,"Waitangi, NZ"
-80,-170,0.8676900843163777,"Waitangi, NZ"
-80,-165,0.9271321698397014,"Waitangi, NZ"
-80,-160,0.9255483577060302,"Waitangi, NZ"
-80,-155,0.9011355664671062,"Waitangi, NZ"
-80,-150,0.9439129823681627,"Waitangi, NZ"
-80,-145,0.8836102533917205,"Waitangi, NZ"
-80,-140,0.8576769367204735,"Waitangi, NZ"
-80,-135,0.908369372617482,"Waitangi, NZ"
-80,-130,0.9311061653037775,"Adamstown, PN"
-80,-125,0.9047769362242478,"Hanga Roa, CL"
-80,-120,0.9886302062520551,"Hanga Roa, CL"
-80,-115,0.8656398669653826,"Puerto Natales, CL"
-80,-110,0.9281811800343681,"Puerto Natales, CL"
-80,-105,0.9167773642326588,"Puerto Natales, CL"
-80,-100,0.9527615860461246,"Puerto Natales, CL"
-80,-95,0.9318002397094572,"Punta Arenas, CL"
-80,-90,0.8724243436838374,"Punta Arenas, CL"
-80,-85,0.8859646154162714,"Ushuaia, AR"
-80,-80,0.9022207577008048,"Ushuaia, AR"
-80,-75,0.9936100465096843,"Ushuaia, AR"
-80,-70,0.8966222252711008,"Ushuaia, AR"
-80,-65,0.8884654368593428,"Ushuaia, AR"
-80,-60,0.9930016470805748,"Ushuaia, AR"
-80,-55,0.8684826056867504,"Stanley, FK"
-80,-50,0.876367230280024,"Grytviken, GS"
-80,-45,0.9914051239656482,"Grytviken, GS"
-80,-40,0.8635731938223595,"Grytviken, GS"
-80,-35,0.9682067361774965,"Grytviken, GS"
-80,-30,0.9568833984214306,"Grytviken, GS"
-80,-25,0.9046017862704261,"Grytviken, GS"
-80,-20,0.8625501510559554,"Grytviken, GS"
-80,-15,0.8817869229408726,"Grytviken, GS"
-80,-10,0.9309944289301055,"Grytviken, GS"
-80,-5,0.9309944289301055,"Grytviken, GS"
-80,0,0.9180120752286117,"Grytviken, GS"
-80,5,0.8715641719308451,"Edinburgh of the Seven Seas, SH"
-80,10,0.9144362258110579,"Hermanus, ZA"
-80,15,0.9596452445322781,"Bredasdorp, ZA"
-80,20,0.8790008246528509,"Bredasdorp, ZA"
-80,25,0.9025188353667122,"Bredasdorp, ZA"
-80,30,0.9249820003378075,"Jeffrey's Bay, ZA"
-80,35,0.8926071948949442,"Port-aux-Francais, TF"
-80,40,0.9149892873927545,"Port-aux-Francais, TF"
-80,45,0.9178621255335788,"Port-aux-Francais, TF"
-80,50,0.9608017713246941,"Port-aux-Francais, TF"
-80,55,0.9358452686745017,"Port-aux-Francais, TF"
-80,60,0.8863920638714016,"Port-aux-Francais, TF"
-80,65,0.9125879341502587,"Port-aux-Francais, TF"
-80,70,0.9439129823681627,"Port-aux-Francais, TF"
-80,75,0.9485689277154072,"Port-aux-Francais, TF"
-80,80,0.9706292538982625,"Port-aux-Francais, TF"
-80,85,0.8821188105437627,"Port-aux-Francais, TF"
-80,90,0.9077815424144562,"Port-aux-Francais, TF"
-80,95,0.8812072256798638,"Port-aux-Francais, TF"
-80,100,0.8714663873142792,"Port-aux-Francais, TF"
-80,105,0.8853612672022737,"Port-aux-Francais, TF"
-80,110,0.9300881004366242,"Denmark, AU"
-80,115,0.8794187800639196,"Grasmere, AU"
-80,120,0.9463218737397789,"Grasmere, AU"
-80,125,0.8774010573480313,"McMurdo Station, AQ"
-80,130,0.8964727337384013,"McMurdo Station, AQ"
-80,135,0.9665373566662714,"McMurdo Station, AQ"
-80,140,0.946606643488685,"McMurdo Station, AQ"
-80,145,0.9498508286051525,"McMurdo Station, AQ"
-80,150,0.8695064101962511,"McMurdo Station, AQ"
-80,155,0.8866538170126,"McMurdo Station, AQ"
-80,160,0.9508169237457397,"McMurdo Station, AQ"
-80,165,0.9002268956037626,"McMurdo Station, AQ"
-80,170,0.8768414613977162,"McMurdo Station, AQ"
-80,175,0.8856645929777476,"McMurdo Station, AQ"
-80,180,0.8862205160113582,"McMurdo Station, AQ"
-75,-180,0.9435218194922961,"Waitangi, NZ"
-75,-175,0.9568833984214306,"Waitangi, NZ"
-75,-170,0.8760071037849922,"Waitangi, NZ"
-75,-165,0.8806987221626986,"Waitangi, NZ"
-75,-160,0.9091720630613744,"Waitangi, NZ"
-75,-155,0.8821125390458135,"Waitangi, NZ"
-75,-150,0.9181015795134472,"Waitangi, NZ"
-75,-145,0.9666584534644074,"Waitangi, NZ"
-75,-140,0.8964727337384013,"Waitangi, NZ"
-75,-135,0.8884162346562015,"Adamstown, PN"
-75,-130,0.9046529010991208,"Adamstown, PN"
-75,-125,0.8954406485898008,"Adamstown, PN"
-75,-120,0.8970340320169716,"Hanga Roa, CL"
-75,-115,0.9185893108563881,"Hanga Roa, CL"
-75,-110,0.8941731526250485,"Puerto Natales, CL"
-75,-105,0.8800274828796602,"Puerto Natales, CL"
-75,-100,0.9685830645871848,"Puerto Natales, CL"
-75,-95,0.8822145744570635,"Puerto Natales, CL"
-75,-90,0.9081875186305325,"Punta Arenas, CL"
-75,-85,1.0396854120721923,"Punta Arenas, CL"
-75,-80,0.8879628293799857,"Ushuaia, AR"
-75,-75,0.8850692297969995,"Ushuaia, AR"
-75,-70,0.8749706987686657,"Ushuaia, AR"
-75,-65,0.9093954470358688,"Ushuaia, AR"
-75,-60,0.9783111585779398,"Ushuaia, AR"
-75,-55,0.8938928256594827,"Stanley, FK"
-75,-50,0.8641364254830872,"Stanley, FK"
-75,-45,0.9946540070313336,"Grytviken, GS"
-75,-40,0.967358981873684,"Grytviken, GS"
-75,-35,0.9595166449593615,"Grytviken, GS"
-75,-30,0.8712654729532748,"Grytviken, GS"
-75,-25,0.9309274683896864,"Grytviken, GS"
-75,-20,0.9858276092748531,"Grytviken, GS"
-75,-15,0.9216020644112082,"Grytviken, GS"
-75,-10,0.8865791966461334,"Grytviken, GS"
-75,-5,0.8971930609830339,"Grytviken, GS"
-75,0,0.9329836110327556,"Edinburgh of the Seven Seas, SH"
-75,5,0.8999496901312227,"Edinburgh of the Seven Seas, SH"
-75,10,0.8657449087465199,"Hermanus, ZA"
-75,15,0.9094550326069737,"Bredasdorp, ZA"
-75,20,0.9016717955582492,"Bredasdorp, ZA"
-75,25,0.8946236545178199,"Bredasdorp, ZA"
-75,30,0.9320874982889091,"Jeffrey's Bay, ZA"
-75,35,0.8832998177724577,"Port Elizabeth, ZA"
-75,40,0.9158490044523844,"Port-aux-Francais, TF"
-75,45,0.8809927046854602,"Port-aux-Francais, TF"
-75,50,0.9457761693893227,"Port-aux-Francais, TF"
-75,55,0.8622252456488653,"Port-aux-Francais, TF"
-75,60,0.9714217554183282,"Port-aux-Francais, TF"
-75,65,0.9011355664671062,"Port-aux-Francais, TF"
-75,70,0.8867500280699974,"Port-aux-Francais, TF"
-75,75,0.9316589366195217,"Port-aux-Francais, TF"
-75,80,0.8779152964199244,"Port-aux-Francais, TF"
-75,85,0.8989594232718054,"Port-aux-Francais, TF"
-75,90,0.8987247447811603,"Port-aux-Francais, TF"
-75,95,0.9499851247896063,"Port-aux-Francais, TF"
-75,100,1.032168984894249,"Port-aux-Francais, TF"
-75,105,0.9726001054885347,"Denmark, AU"
-75,110,0.947491577298864,"Denmark, AU"
-75,115,0.8781612866801406,"Grasmere, AU"
-75,120,0.8927383762676397,"Grasmere, AU"
-75,125,0.9046768639526033,"Geeveston, AU"
-75,130,0.9167773642326588,"Geeveston, AU"
-75,135,0.9218588339779935,"McMurdo Station, AQ"
-75,140,0.9722253328267241,"McMurdo Station, AQ"
-75,145,0.8724834314180289,"McMurdo Station, AQ"
-75,150,0.8890225505318468,"McMurdo Station, AQ"
-75,155,0.9381989179416024,"McMurdo Station, AQ"
-75,160,0.9256389216711891,"McMurdo Station, AQ"
-75,165,0.9023814365689877,"McMurdo Station, AQ"
-75,170,0.9125763250274406,"McMurdo Station, AQ"
-75,175,0.9007997643042337,"McMurdo Station, AQ"
-75,180,0.8946863300872132,"McMurdo Station, AQ"
-70,-180,0.8683913465988934,"Waitangi, NZ"
-70,-175,0.8810448411119689,"Waitangi, NZ"
-70,-170,0.8777365990406046,"Waitangi, NZ"
-70,-165,0.8706503968604704,"Waitangi, NZ"
-70,-160,0.9016717955582492,"Waitangi, NZ"
-70,-155,0.9178621255335788,"Waitangi, NZ"
-70,-150,0.8844170633814653,"Waitangi, NZ"
-70,-145,0.9247134301367721,"Waitangi, NZ"
-70,-140,0.9256389216711891,"Waitangi, NZ"
-70,-135,0.9685830645871848,"Adamstown, PN"
-70,-130,0.9128217079338385,"Adamstown, PN"
-70,-125,0.9716676648276054,"Adamstown, PN"
-70,-120,0.9177754641096866,"Hanga Roa, CL"
-70,-115,0.9039908400840699,"Hanga Roa, CL"
-70,-110,0.899611888330045,"Puerto Natales, CL"
-70,-105,0.8708770874927864,"Puerto Natales, CL"
-70,-100,0.8890225505318468,"Puerto Natales, CL"
-70,-95,0.9102848896871347,"Puerto Natales, CL"
-70,-90,0.9025188353667122,"Puerto Natales, CL"
-70,-85,0.8602753178895606,"Punta Arenas, CL"
-70,-80,0.8874047362388288,"Punta Arenas, CL"
-70,-75,0.9900137049710509,"Ushuaia, AR"
-70,-70,0.8885678418675791,"Ushuaia, AR"
-70,-65,0.9052686229391571,"Ushuaia, AR"
-70,-60,0.8635630213676071,"Ushuaia, AR"
-70,-55,0.9159028505440989,"Stanley, FK"
-70,-50,0.9285389570924962,"Stanley, FK"
-70,-45,0.8728837696052851,"Grytviken, GS"
-70,-40,0.8764081216964317,"Grytviken, GS"
-70,-35,0.9247134301367721,"Grytviken, GS"
-70,-30,0.8966222252711008,"Grytviken, GS"
-70,-25,0.9402639451160725,"Grytviken, GS"
-70,-20,0.887034161973564,"Grytviken, GS"
-70,-15,0.8853612672022737,"Grytviken, GS"
-70,-10,1.0215745472333622,"Grytviken, GS"
-70,-5,0.9052686229391571,"Edinburgh of the Seven Seas, SH"
-70,0,0.9556851701919895,"Edinburgh of the Seven Seas, SH"
-70,5,1.0154531919410954,"Edinburgh of the Seven Seas, SH"
-70,10,0.9098555685191446,"Hermanus, ZA"
-70,15,0.9251216443359529,"Bredasdorp, ZA"
-70,20,0.9596452445322781,"Bredasdorp, ZA"
-70,25,0.8735363160087752,"Bredasdorp, ZA"
-70,30,0.9560532133572164,"Jeffrey's Bay, ZA"
-70,35,0.8939742132388222,"Port Elizabeth, ZA"
-70,40,0.8787332635028378,"Port-aux-Francais, TF"
-70,45,1.004825845475867,"Port-aux-Francais, TF"
-70,50,0.9545264735808944,"Port-aux-Francais, TF"
-70,55,0.908369372617482,"Port-aux-Francais, TF"
-70,60,0.8834459054115275,"Port-aux-Francais, TF"
-70,65,0.893534893960052,"Port-aux-Francais, TF"
-70,70,0.8713093678869213,"Port-aux-Francais, TF"
-70,75,0.8695064101962511,"Port-aux-Francais, TF"
-70,80,0.9006562002013582,"Port-aux-Francais, TF"
-70,85,0.8792983515381284,"Port-aux-Francais, TF"
-70,90,0.9021130537174147,"Port-aux-Francais, TF"
-70,95,0.858132513337243,"Port-aux-Francais, TF"
-70,100,0.8806987221626986,"Port-aux-Francais, TF"
-70,105,0.9186468166850984,"Augusta, AU"
-70,110,0.8957771506140731,"Denmark, AU"
-70,115,0.9380701946968272,"Grasmere, AU"
-70,120,0.8667581104435258,"Grasmere, AU"
-70,125,0.9187601348773139,"Geeveston, AU"
-70,130,0.9267508326513918,"Geeveston, AU"
-70,135,0.9001111640571525,"Geeveston, AU"
-70,140,0.942574523137037,"Geeveston, AU"
-70,145,0.8684492022478401,"McMurdo Station, AQ"
-70,150,0.8635731938223595,"McMurdo Station, AQ"
-70,155,0.8741826679520345,"McMurdo Station, AQ"
-70,160,0.8758071320240982,"McMurdo Station, AQ"
-70,165,0.8819454214514042,"McMurdo Station, AQ"
-70,170,0.8832998177724577,"McMurdo Station, AQ"
-70,175,0.8809927046854602,"McMurdo Station, AQ"
-70,180,1.0137921339257723,"McMurdo Station, AQ"
-65,-180,0.8926071948949442,"Waitangi, NZ"
-65,-175,0.9747318219619406,"Waitangi, NZ"
-65,-170,0.8989594232718054,"Waitangi, NZ"
-65,-165,1.0941233429937565,"Waitangi, NZ"
-65,-160,0.891798607366401,"Waitangi, NZ"
-65,-155,0.8709816577911996,"Waitangi, NZ"
-65,-150,0.9144362258110579,"Waitangi, NZ"
-65,-145,0.9594841676510886,"Waitangi, NZ"
-65,-140,0.8881616268252661,"Adamstown, PN"
-65,-135,0.9594841676510886,"Adamstown, PN"
-65,-130,0.9093954470358688,"Adamstown, PN"
-65,-125,0.9083764430890433,"Adamstown, PN"
-65,-120,0.9361024783142144,"Hanga Roa, CL"
-65,-115,0.8803155741160721,"Hanga Roa, CL"
-65,-110,0.8676900843163777,"Hanga Roa, CL"
-65,-105,0.9273358859590558,"Puerto Natales, CL"
-65,-100,0.8633144113596345,"Puerto Natales, CL"
-65,-95,0.9473987117790207,"Puerto Natales, CL"
-65,-90,0.9314428107459645,"Puerto Natales, CL"
-65,-85,0.9441047014582793,"Puerto Natales, CL"
-65,-80,0.8836102533917205,"Punta Arenas, CL"
-65,-75,0.9595166449593615,"Ushuaia, AR"
-65,-70,0.8618009005039797,"Ushuaia, AR"
-65,-65,0.9409251297231077,"Ushuaia, AR"
-65,-60,0.8874047362388288,"Ushuaia, AR"
-65,-55,0.8833057488322817,"Stanley, FK"
-65,-50,0.9500202559331402,"Stanley, FK"
-65,-45,0.8759085868117767,"Grytviken, GS"
-65,-40,0.9035546397854533,"Grytviken, GS"
-65,-35,0.9306959946542592,"Grytviken, GS"
-65,-30,0.899611888330045,"Grytviken, GS"
-65,-25,0.8635731938223595,"Grytviken, GS"
-65,-20,0.929163069705742,"Grytviken, GS"
-65,-15,0.8812072256798638,"Grytviken, GS"
-65,-10,0.8717954337079785,"Edinburgh of the Seven Seas, SH"
-65,-5,0.8987333639488208,"Edinburgh of the Seven Seas, SH"
-65,0,0.947491577298864,"Edinburgh of the Seven Seas, SH"
-65,5,0.9343022310671034,"Edinburgh of the Seven Seas, SH"
-65,10,0.9677764825944675,"Hermanus, ZA"
-65,15,0.8745338241387627,"Hermanus, ZA"
-65,20,0.88934526628685,"Bredasdorp, ZA"
-65,25,0.9143410007947683,"Bredasdorp, ZA"
-65,30,0.8861473765785375,"Jeffrey's Bay, ZA"
-65,35,0.8953143033086204,"Port Alfred, ZA"
-65,40,0.9361559281819334,"Port-aux-Francais, TF"
-65,45,0.9604785756344879,"Port-aux-Francais, TF"
-65,50,0.9729719576773012,"Port-aux-Francais, TF"
-65,55,0.908369372617482,"Port-aux-Francais, TF"
-65,60,0.8792983515381284,"Port-aux-Francais, TF"
-65,65,0.8789885560383498,"Port-aux-Francais, TF"
-65,70,0.8896710967247694,"Port-aux-Francais, TF"
-65,75,0.9886302062520551,"Port-aux-Francais, TF"
-65,80,0.8924641641712516,"Port-aux-Francais, TF"
-65,85,0.8856241881494377,"Port-aux-Francais, TF"
-65,90,0.9212928383004697,"Port-aux-Francais, TF"
-65,95,0.8794003700305872,"Port-aux-Francais, TF"
-65,100,0.9607101292004394,"Port-aux-Francais, TF"
-65,105,0.9731186056466566,"Augusta, AU"
-65,110,0.9515917071336615,"Denmark, AU"
-65,115,0.947429530258575,"Grasmere, AU"
-65,120,0.9125879341502587,"Grasmere, AU"
-65,125,0.8817285812113314,"Queenstown, AU"
-65,130,0.8974587549793503,"Geeveston, AU"
-65,135,0.9665373566662714,"Geeveston, AU"
-65,140,0.8817285812113314,"Geeveston, AU"
-65,145,0.909490783123892,"Geeveston, AU"
-65,150,0.9722253328267241,"McMurdo Station, AQ"
-65,155,0.9066584750902221,"McMurdo Station, AQ"
-65,160,0.8670551873721203,"McMurdo Station, AQ"
-65,165,0.9514094543534373,"McMurdo Station, AQ"
-65,170,0.8760071037849922,"McMurdo Station, AQ"
-65,175,0.9325258571428519,"McMurdo Station, AQ"
-65,180,0.9518074651901413,"McMurdo Station, AQ"
-60,-180,0.9202675914642752,"Waitangi, NZ"
-60,-175,0.9369320566738311,"Waitangi, NZ"
-60,-170,0.9057458311586145,"Waitangi, NZ"
-60,-165,0.9016532857780829,"Waitangi, NZ"
-60,-160,0.8670133021163304,"Waitangi, NZ"
-60,-155,0.9109726160107805,"Waitangi, NZ"
-60,-150,0.879328132441374,"Waitangi, NZ"
-60,-145,0.878452608895663,"Waitangi, NZ"
-60,-140,1.0508344705815038,"Adamstown, PN"
-60,-135,0.9349952506543966,"Adamstown, PN"
-60,-130,0.9356941718491774,"Adamstown, PN"
-60,-125,0.8798349805944814,"Adamstown, PN"
-60,-120,0.9249820003378075,"Hanga Roa, CL"
-60,-115,0.900398188364168,"Hanga Roa, CL"
-60,-110,0.8943773046349124,"Hanga Roa, CL"
-60,-105,0.8830588159546673,"Hanga Roa, CL"
-60,-100,0.9511115693744294,"Puerto Natales, CL"
-60,-95,0.9165259489457402,"Puerto Natales, CL"
-60,-90,0.9594841676510886,"Puerto Natales, CL"
-60,-85,0.9754482959036429,"Puerto Natales, CL"
-60,-80,0.8961759844708437,"Puerto Natales, CL"
-60,-75,0.8994754636036917,"Punta Arenas, CL"
-60,-70,0.9608017713246941,"Ushuaia, AR"
-60,-65,0.9349952506543966,"Ushuaia, AR"
-60,-60,0.8885678418675791,"Stanley, FK"
-60,-55,0.8860623362085553,"Stanley, FK"
-60,-50,0.9585897840241783,"Stanley, FK"
-60,-45,0.9342674161016067,"Grytviken, GS"
-60,-40,0.9355763522711751,"Grytviken, GS"
-60,-35,0.8759085868117767,"Grytviken, GS"
-60,-30,0.9088154333460714,"Grytviken, GS"
-60,-25,0.8927913862161584,"Grytviken, GS"
-60,-20,0.8886849877702732,"Grytviken, GS"
-60,-15,0.8772132238828905,"Grytviken, GS"
-60,-10,1.006615724240517,"Edinburgh of the Seven Seas, SH"
-60,-5,0.8677614909821245,"Edinburgh of the Seven Seas, SH"
-60,0,0.931984759869046,"Edinburgh of the Seven Seas, SH"
-60,5,0.9731307387566237,"Edinburgh of the Seven Seas, SH"
-60,10,0.9885137767798322,"Hermanus, ZA"
-60,15,0.9457761693893227,"Hermanus, ZA"
-60,20,0.9640476268694297,"Bredasdorp, ZA"
-60,25,0.8930664833622499,"Bredasdorp, ZA"
-60,30,0.882844246116077,"Jeffrey's Bay, ZA"
-60,35,0.9818191671373226,"Port Alfred, ZA"
-60,40,0.8799660402765287,"Port Alfred, ZA"
-60,45,0.9088154333460714,"Port-aux-Francais, TF"
-60,50,0.8675962225926236,"Port-aux-Francais, TF"
-60,55,1.0078743312508018,"Port-aux-Francais, TF"
-60,60,0.9771597071524467,"Port-aux-Francais, TF"
-60,65,0.9381989179416024,"Port-aux-Francais, TF"
-60,70,0.9328978776099603,"Port-aux-Francais, TF"
-60,75,0.9049133256953706,"Port-aux-Francais, TF"
-60,80,0.8798478497311844,"Port-aux-Francais, TF"
-60,85,0.9046768639526033,"Port-aux-Francais, TF"
-60,90,0.9316025099998086,"Port-aux-Francais, TF"
-60,95,0.8715641719308451,"Port-aux-Francais, TF"
-60,100,0.8919981926656646,"Augusta, AU"
-60,105,0.8903142256723793,"Augusta, AU"
-60,110,0.9298504490869374,"Denmark, AU"
-60,115,0.8684826056867504,"Grasmere, AU"
-60,120,0.9930016470805748,"Grasmere, AU"
-60,125,0.946606643488685,"Albany, AU"
-60,130,0.9159028505440989,"Queenstown, AU"
-60,135,0.9271146888209162,"Geeveston, AU"
-60,140,0.892744604466656,"Geeveston, AU"
-60,145,0.8772106763456751,"Geeveston, AU"
-60,150,1.002778659096878,"Kettering, AU"
-60,155,0.9023797910785758,"Kettering, AU"
-60,160,0.8809927046854602,"Bluff, NZ"
-60,165,0.8809927046854602,"Bluff, NZ"
-60,170,0.8708770874927864,"Papatowai, NZ"
